Segment Name,Product Code,Product Name,Feature Name,MRP,Image Link
P.T.M.T. SYMET,I-152,BRASS BALL COCKS WITH CASTED BODY-CMC NO.CM/L-3161140 IS-1703:2000 Ball Cocks WITH ROD & bALL-20MM,WHITE,1898,
P.T.M.T. SYMET,I-152,BRASS BALL COCKS WITH CASTED BODY-CMC NO.CM/L-3161140 IS-1703:2000 Ball Cocks WITH ROD & bALL-20MM,IVORY,1898,
P.T.M.T. SYMET,I-151,BRASS BALL COCKS WITH CASTED BODY-CMC NO.CM/L-3161140 IS-1703:2000 Ball Cocks WITH ROD & bALL-15MM,WHITE,1448,
P.T.M.T. SYMET,I-151,BRASS BALL COCKS WITH CASTED BODY-CMC NO.CM/L-3161140 IS-1703:2000 Ball Cocks WITH ROD & bALL-15MM,IVORY,1448,
P.T.M.T. SYMET,178,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-50MM,WHITE,468,
P.T.M.T. SYMET,178,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-50MM,IVORY,468,
P.T.M.T. SYMET,177,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-38/40MM,WHITE,316,
P.T.M.T. SYMET,177,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-38/40MM,IVORY,316,
P.T.M.T. SYMET,175,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-25MM,WHITE,214,
P.T.M.T. SYMET,175,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-25MM,IVORY,214,
P.T.M.T. SYMET,174,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-20MM,WHITE,110,
P.T.M.T. SYMET,174,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-20MM,IVORY,110,
P.T.M.T. SYMET,173,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-15MM,WHITE,78,
P.T.M.T. SYMET,173,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BALL HDPE WITH BRAS NUT-15MM,IVORY,78,
P.T.M.T. SYMET,172,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-50MM,WHITE,572,
P.T.M.T. SYMET,172,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-50MM,IVORY,572,
P.T.M.T. SYMET,171,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-38/40MM,WHITE,340,
P.T.M.T. SYMET,171,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-38/40MM,IVORY,340,
P.T.M.T. SYMET,170,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-32MM,WHITE,282,
P.T.M.T. SYMET,170,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-32MM,IVORY,282,
P.T.M.T. SYMET,169,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-25MM,WHITE,246,
P.T.M.T. SYMET,169,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-25MM,IVORY,246,
P.T.M.T. SYMET,168,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-20MM,WHITE,104,
P.T.M.T. SYMET,168,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-20MM,IVORY,104,
P.T.M.T. SYMET,167,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-15MM,WHITE,82,
P.T.M.T. SYMET,167,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK ROD ALUMINIUM-15MM,IVORY,82,
P.T.M.T. SYMET,166,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -50MM,WHITE,1214,
P.T.M.T. SYMET,166,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -50MM,IVORY,1214,
P.T.M.T. SYMET,165,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -38/40MM,WHITE,828,
P.T.M.T. SYMET,165,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -38/40MM,IVORY,828,
P.T.M.T. SYMET,164,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -32MM,WHITE,594,
P.T.M.T. SYMET,164,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -32MM,IVORY,594,
P.T.M.T. SYMET,163,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -25MM,WHITE,448,
P.T.M.T. SYMET,163,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -25MM,IVORY,448,
P.T.M.T. SYMET,162,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -20MM,WHITE,298,
P.T.M.T. SYMET,162,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -20MM,IVORY,298,
P.T.M.T. SYMET,161,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -15MM,WHITE,196,
P.T.M.T. SYMET,161,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK BODY WITHOUT ROD & BALL -15MM,IVORY,196,
P.T.M.T. SYMET,156,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 50 MM,WHITE,2110,
P.T.M.T. SYMET,156,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 50 MM,IVORY,2110,
P.T.M.T. SYMET,155,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 40 MM,WHITE,1448,
P.T.M.T. SYMET,155,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 40 MM,IVORY,1448,
P.T.M.T. SYMET,154,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 32 MM,WHITE,980,
P.T.M.T. SYMET,154,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 32 MM,IVORY,980,
P.T.M.T. SYMET,153,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 25 MM,WHITE,806,
P.T.M.T. SYMET,153,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 25 MM,IVORY,806,
P.T.M.T. SYMET,152,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL- 20 MM,,476,
P.T.M.T. SYMET,151,BALL COCKS LOW & HIGH BODY PRESSURE BODY WITH EPOXY COATED AL.ROD & HD BALL BALL COCK WITH ROD & BALL - 15 MM,,318,
P.T.M.T. SYMET,557,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) Bathroom mirror cabinet (450x350)mm,WHITE,3360,
P.T.M.T. SYMET,557,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) Bathroom mirror cabinet (450x350)mm,IVORY,3360,
P.T.M.T. SYMET,556,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) Bathroom mirror cabinet (500x400)mm,WHITE,3460,
P.T.M.T. SYMET,556,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) Bathroom mirror cabinet (500x400)mm,IVORY,3460,
P.T.M.T. SYMET,555,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (622X422)MM,WHITE,4670,
P.T.M.T. SYMET,555,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (622X422)MM,IVORY,4670,
P.T.M.T. SYMET,554,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (400X500)MM,WHITE,3860,
P.T.M.T. SYMET,554,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (400X500)MM,IVORY,3860,
P.T.M.T. SYMET,551,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (330 x430)MM,WHITE,3060,
P.T.M.T. SYMET,551,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) MIRROR CABINET (330 x430)MM,IVORY,3060,
P.T.M.T. SYMET,553-F,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) BATHROOM MIRROR FRAME (600X600)MM WITHOUT MIRROR,WHITE,1670,
P.T.M.T. SYMET,553-F,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) BATHROOM MIRROR FRAME (600X600)MM WITHOUT MIRROR,IVORY,1670,
P.T.M.T. SYMET,553,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) BATHROOM MIRROR (600X600)MM,WHITE,2310,
P.T.M.T. SYMET,553,BATHROOM MIROR & CABINET (P.T.M.T ALLOY) BATHROOM MIRROR (600X600)MM,IVORY,2310,
P.T.M.T. SYMET,5221,FAUCETS & JET SPRAYS JET SPRAY L-TYPE (with 1.50 Mtr Tube),WHITE,350,
P.T.M.T. SYMET,5221,FAUCETS & JET SPRAYS JET SPRAY L-TYPE (with 1.50 Mtr Tube),IVORY,350,
P.T.M.T. SYMET,522,FAUCETS & JET SPRAYS JET SPRAY (with 1.50 Mtr Tube),WHITE,350,
P.T.M.T. SYMET,522,FAUCETS & JET SPRAYS JET SPRAY (with 1.50 Mtr Tube),IVORY,350,
P.T.M.T. SYMET,5211,FAUCETS & JET SPRAYS JET SPRAY L-TYPE (with 1.00 Mtr Tube),WHITE,314,
P.T.M.T. SYMET,5211,FAUCETS & JET SPRAYS JET SPRAY L-TYPE (with 1.00 Mtr Tube),IVORY,314,
P.T.M.T. SYMET,521,FAUCETS & JET SPRAY JET SPRAY (with 1.00 Mtr Tube),WHITE,314,
P.T.M.T. SYMET,521,FAUCETS & JET SPRAY JET SPRAY (with 1.00 Mtr Tube),IVORY,314,
P.T.M.T. SYMET,1891,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( BODY ),WHITE,376,
P.T.M.T. SYMET,1891,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( BODY ),IVORY,376,
P.T.M.T. SYMET,189,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( BODY ),WHITE,356,
P.T.M.T. SYMET,189,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( BODY ),IVORY,356,
P.T.M.T. SYMET,1881,FAUCETS & JET SPRAYS 2 IN 1 FAUCET SPECIAL ( 1.5 Mtr Tube) WITH HOOK,WHITE,672,
P.T.M.T. SYMET,1881,FAUCETS & JET SPRAYS 2 IN 1 FAUCET SPECIAL ( 1.5 Mtr Tube) WITH HOOK,IVORY,672,
P.T.M.T. SYMET,188,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( 1.5 Mtr Tube) WITH HOOK,WHITE,652,
P.T.M.T. SYMET,188,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( 1.5 Mtr Tube) WITH HOOK,IVORY,652,
P.T.M.T. SYMET,1871,FAUCETS & JET SPRAYS 2 IN 1 FAUCET SPECIAL ( 1 Mtr Tube) WITH HOOK,WHITE,598,
P.T.M.T. SYMET,1871,FAUCETS & JET SPRAYS 2 IN 1 FAUCET SPECIAL ( 1 Mtr Tube) WITH HOOK,IVORY,598,
P.T.M.T. SYMET,187,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( 1 Mtr Tube) WITH HOOK,WHITE,582,
P.T.M.T. SYMET,187,FAUCETS & JET SPRAYS 2 IN 1 FAUCET ( 1 Mtr Tube) WITH HOOK,IVORY,582,
P.T.M.T. SYMET,1813-B,"SHOWER SETS-SHOWER+ARM+FLANGE over head shower 75MM (3"") + Shower Arm 225 with flange (1813+184)",WHITE,446,
P.T.M.T. SYMET,1813-B,"SHOWER SETS-SHOWER+ARM+FLANGE over head shower 75MM (3"") + Shower Arm 225 with flange (1813+184)",IVORY,446,
P.T.M.T. SYMET,1821-C,"SHOWER SETS-SHOWER+ARM+FLANGE over head shower-square 150*150MM (6""x6"")+ shower arm 300 mm-square (1821+1842)",WHITE,712,
P.T.M.T. SYMET,1821-C,"SHOWER SETS-SHOWER+ARM+FLANGE over head shower-square 150*150MM (6""x6"")+ shower arm 300 mm-square (1821+1842)",IVORY,712,
P.T.M.T. SYMET,1813-C,"SHOWER SETS-SHOWER+ARM+FLANGE Over Head Shower-Round(3"") + shower arm 225 mm-square (1813+1841)",WHITE,468,
P.T.M.T. SYMET,1813-C,"SHOWER SETS-SHOWER+ARM+FLANGE Over Head Shower-Round(3"") + shower arm 225 mm-square (1813+1841)",IVORY,468,
P.T.M.T. SYMET,181-C,SHOWER SETS-SHOWER+ARM+FLANGE Swiveling Shower 15MM + Shower Arm 225 mm (181 + 184),WHITE,376,
P.T.M.T. SYMET,181-C,SHOWER SETS-SHOWER+ARM+FLANGE Swiveling Shower 15MM + Shower Arm 225 mm (181 + 184),IVORY,376,
P.T.M.T. SYMET,126,ACCESSORIES ROUND FLANGE ( 15 MM ),WHITE,14,
P.T.M.T. SYMET,126,ACCESSORIES ROUND FLANGE ( 15 MM ),IVORY,14,
P.T.M.T. SYMET,552,"ACCESSORIES TOWEL RACK 600MM - 24""",WHITE,1266,
P.T.M.T. SYMET,552,"ACCESSORIES TOWEL RACK 600MM - 24""",IVORY,1266,
P.T.M.T. SYMET,575,ACCESSORIES ROBE HOOK,WHITE,168,
P.T.M.T. SYMET,575,ACCESSORIES ROBE HOOK,IVORY,168,
P.T.M.T. SYMET,200,"TOWEL RAIL 24"" ( 600 MM )",White,508,
P.T.M.T. SYMET,200,"TOWEL RAIL 24"" ( 600 MM )",Ivory,508,
P.T.M.T. SYMET,199,"ACCESSORIES TOWEL RAIL 18"" ( 450 MM )",WHITE,436,
P.T.M.T. SYMET,199,"ACCESSORIES TOWEL RAIL 18"" ( 450 MM )",IVORY,436,
P.T.M.T. SYMET,198,ACCESSORIES TOOTH BRUSH HOLDER,WHITE,264,
P.T.M.T. SYMET,198,ACCESSORIES TOOTH BRUSH HOLDER,IVORY,264,
P.T.M.T. SYMET,197,ACCESSORIES TOILET PAPER HOLDER,WHITE,226,
P.T.M.T. SYMET,197,ACCESSORIES TOILET PAPER HOLDER,IVORY,226,
P.T.M.T. SYMET,1961,ACCESSORIES TOWEL RING -(ROUND),WHITE,264,
P.T.M.T. SYMET,1961,ACCESSORIES TOWEL RING -(ROUND),IVORY,264,
P.T.M.T. SYMET,196,ACCESSORIES TOWEL RING -(QUAD),WHITE,264,
P.T.M.T. SYMET,196,ACCESSORIES TOWEL RING -(QUAD),IVORY,264,
P.T.M.T. SYMET,1951,ACCESSORIES SOAP DISH / HOLDER - SQUARE,WHITE,196,
P.T.M.T. SYMET,1951,ACCESSORIES SOAP DISH / HOLDER - SQUARE,IVORY,196,
P.T.M.T. SYMET,195,ACCESSORIES SOAP DISH -OVAL,WHITE,198,
P.T.M.T. SYMET,195,ACCESSORIES SOAP DISH -OVAL,IVORY,198,
P.T.M.T. SYMET,194,ACCESSORIES LIQUID SOAP CONTAINER,WHITE,308,
P.T.M.T. SYMET,194,ACCESSORIES LIQUID SOAP CONTAINER,IVORY,308,
P.T.M.T. SYMET,192,"ACCESSORIES CORNER SHELF 200MM (8"")",WHITE,422,
P.T.M.T. SYMET,192,"ACCESSORIES CORNER SHELF 200MM (8"")",IVORY,422,
P.T.M.T. SYMET,191,"ACCESSORIES THE SHELF 450MM (18"")",WHITE,632,
P.T.M.T. SYMET,191,"ACCESSORIES THE SHELF 450MM (18"")",IVORY,632,
P.T.M.T. SYMET,190,"ACCESSORIES SMART SHELF 300MM (12"")",WHITE,442,
P.T.M.T. SYMET,190,"ACCESSORIES SMART SHELF 300MM (12"")",IVORY,442,
P.T.M.T. SYMET,1842,ACCESSORIES SHOWER ARM SQUARE 300 MM WITH FLANGE,WHITE,226,
P.T.M.T. SYMET,1842,ACCESSORIES SHOWER ARM SQUARE 300 MM WITH FLANGE,IVORY,226,
P.T.M.T. SYMET,1841,ACCESSORIES SHOWER ARM SQUARE 225 MM WITH FLANGE,WHITE,186,
P.T.M.T. SYMET,1841,ACCESSORIES SHOWER ARM SQUARE 225 MM WITH FLANGE,IVORY,186,
P.T.M.T. SYMET,184,ACCESSORIES SHOWER ARM 225 MM WITH FLANGE,WHITE,164,
P.T.M.T. SYMET,184,ACCESSORIES SHOWER ARM 225 MM WITH FLANGE,IVORY,164,
P.T.M.T. SYMET,1831,ACCESSORIES HAND SHOWER WITH (1.50Mtr) Tube & HOOK,WHITE,436,
P.T.M.T. SYMET,1831,ACCESSORIES HAND SHOWER WITH (1.50Mtr) Tube & HOOK,IVORY,436,
P.T.M.T. SYMET,183,ACCESSORIES HAND SHOWER WITH (1.50Mtr) Tube & HOOK,WHITE,508,
P.T.M.T. SYMET,183,ACCESSORIES HAND SHOWER WITH (1.50Mtr) Tube & HOOK,IVORY,508,
P.T.M.T. SYMET,1821,"ACCESSORIES OVER HEAD SHOWER SQAURE 150*150 (6"" x 6"") WITHOUT ARM",WHITE,498,
P.T.M.T. SYMET,1821,"ACCESSORIES OVER HEAD SHOWER SQAURE 150*150 (6"" x 6"") WITHOUT ARM",IVORY,498,
P.T.M.T. SYMET,1811,"ACCESSORIES OVER HEAD SHOWER 75MM 3"" WITHOUT ARM",WHITE,304,
P.T.M.T. SYMET,1811,"ACCESSORIES OVER HEAD SHOWER 75MM 3"" WITHOUT ARM",IVORY,304,
P.T.M.T. SYMET,1816,"ACCESSORIES OVER HEAD SHOWER ROUND 150MM 6"" WITHOUT ARM",WHITE,566,
P.T.M.T. SYMET,1816,"ACCESSORIES OVER HEAD SHOWER ROUND 150MM 6"" WITHOUT ARM",IVORY,566,
P.T.M.T. SYMET,1813,"ACCESSORIES OVER HEAD SHOWER ROUND 75MM 3""",WHITE,292,
P.T.M.T. SYMET,1813,"ACCESSORIES OVER HEAD SHOWER ROUND 75MM 3""",IVORY,292,
P.T.M.T. SYMET,181,"ACCESSORIES SWIVELING SHOWER 75MM 3""",WHITE,218,
P.T.M.T. SYMET,181,"ACCESSORIES SWIVELING SHOWER 75MM 3""",IVORY,218,
P.T.M.T. SYMET,119,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP WITH WATER SEAL 150*150MM 6 x 6"" ) WITHOUT HOLE",WHITE,254,
P.T.M.T. SYMET,119,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP WITH WATER SEAL 150*150MM 6 x 6"" ) WITHOUT HOLE",IVORY,254,
P.T.M.T. SYMET,1191,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP SPECIAL 150*150MM- ( 6 x 6"" )",WHITE,254,
P.T.M.T. SYMET,1191,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP SPECIAL 150*150MM- ( 6 x 6"" )",IVORY,254,
P.T.M.T. SYMET,119-W,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP WITH WATER SEAL 150*150MM ( 6 x 6"" ) ( WITH HOLE )",WHITE,254,
P.T.M.T. SYMET,119-W,"WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH TRAP WITH WATER SEAL 150*150MM ( 6 x 6"" ) ( WITH HOLE )",IVORY,254,
P.T.M.T. SYMET,118,"WASTE COUPLING-BOTTLE TRAP & GRATINGS SQUARE GRATING (SLIT) 150 MM (6*6"")",WHITE,138,
P.T.M.T. SYMET,118,"WASTE COUPLING-BOTTLE TRAP & GRATINGS SQUARE GRATING (SLIT) 150 MM (6*6"")",IVORY,138,
P.T.M.T. SYMET,117,WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH FITTINGS FOR GRATINGSQUARE,WHITE,102,
P.T.M.T. SYMET,117,WASTE COUPLING-BOTTLE TRAP & GRATINGS COCKROACH FITTINGS FOR GRATINGSQUARE,IVORY,102,
P.T.M.T. SYMET,116,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING SQUARE WITH HOLE 150 MM 6""",WHITE,178,
P.T.M.T. SYMET,116,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING SQUARE WITH HOLE 150 MM 6""",IVORY,178,
P.T.M.T. SYMET,115,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING SQUARE 150 MM 6""",WHITE,178,
P.T.M.T. SYMET,115,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING SQUARE 150 MM 6""",IVORY,178,
P.T.M.T. SYMET,114,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING ROUND 140 MM 5.5""",WHITE,118,
P.T.M.T. SYMET,114,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING ROUND 140 MM 5.5""",IVORY,118,
P.T.M.T. SYMET,113,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING DOOM WASTE HOLE 125 MM 5""",WHITE,96,
P.T.M.T. SYMET,113,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING DOOM WASTE HOLE 125 MM 5""",IVORY,96,
P.T.M.T. SYMET,112,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING DOOM 125 MM 5""",WHITE,96,
P.T.M.T. SYMET,112,"WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING DOOM 125 MM 5""",IVORY,96,
P.T.M.T. SYMET,1111,"WASTE COUPLING-BOTTLE TRAP & GRATINGS SQUARE GRATING (SLIT) 100MM 4""",WHITE,56,
P.T.M.T. SYMET,1111,"WASTE COUPLING-BOTTLE TRAP & GRATINGS SQUARE GRATING (SLIT) 100MM 4""",IVORY,56,
P.T.M.T. SYMET,111,WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING ROUND 100 MM,WHITE,64,
P.T.M.T. SYMET,111,WASTE COUPLING-BOTTLE TRAP & GRATINGS GRATING ROUND 100 MM,IVORY,64,
P.T.M.T. SYMET,110,"WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP EXTN. PIPE 6"" (150 MM)",WHITE,62,
P.T.M.T. SYMET,110,"WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP EXTN. PIPE 6"" (150 MM)",IVORY,62,
P.T.M.T. SYMET,106,WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP 38 / 40 MM,WHITE,610,
P.T.M.T. SYMET,106,WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP 38 / 40 MM,IVORY,610,
P.T.M.T. SYMET,105,WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP 31 / 32 MM,WHITE,598,
P.T.M.T. SYMET,105,WASTE COUPLING-BOTTLE TRAP & GRATINGS BOTTLE TRAP 31 / 32 MM,IVORY,598,
P.T.M.T. SYMET,104,WASTE COUPLING-BOTTLE TRAP & GRATINGS URINAL WASTE COUPLING 31/32 MM,WHITE,120,
P.T.M.T. SYMET,104,WASTE COUPLING-BOTTLE TRAP & GRATINGS URINAL WASTE COUPLING 31/32 MM,IVORY,120,
P.T.M.T. SYMET,103,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 31 / 32 MM [F/T],WHITE,112,
P.T.M.T. SYMET,103,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 31 / 32 MM [F/T],IVORY,112,
P.T.M.T. SYMET,102,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 38 / 40 MM [F/T],WHITE,132,
P.T.M.T. SYMET,102,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 38 / 40 MM [F/T],IVORY,132,
P.T.M.T. SYMET,101,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 31 / 32 MM [H/T],WHITE,112,
P.T.M.T. SYMET,101,WASTE COUPLING-BOTTLE TRAP & GRATINGS WASTE COUPLING 31 / 32 MM [H/T],IVORY,112,
P.T.M.T. SYMET,140,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  urinal cock 15mm,WHITE,176,
P.T.M.T. SYMET,140,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  urinal cock 15mm,IVORY,176,
P.T.M.T. SYMET,1391,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock 15mm with spout,WHITE,176,
P.T.M.T. SYMET,1391,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock 15mm with spout,IVORY,176,
P.T.M.T. SYMET,139,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock 15mm (female thread),WHITE,168,
P.T.M.T. SYMET,139,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock 15mm (female thread),IVORY,168,
P.T.M.T. SYMET,138,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock with reducer 15x20mm,WHITE,224,
P.T.M.T. SYMET,138,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  push cock with reducer 15x20mm,IVORY,224,
P.T.M.T. SYMET,137,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  MS reducer for push cock 15x20mm,WHITE,34,
P.T.M.T. SYMET,137,PUSH COCK PUSH COCK BATH FITTINGS & MIXERS  MS reducer for push cock 15x20mm,IVORY,34,
